idx,home,away,league,season,score,odds,edge,won,llm_verdict,llm_confidence,llm_reason
5944,St Truiden,Kortrijk,B1,2122,5,3.25,0.01298007548007546,False,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
5950,Sparta Rotterdam,Heracles,N1,2122,5,3.4,0.014083318069386175,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5953,Heerenveen,Waalwijk,N1,2122,5,3.9,0.01707374256393862,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5954,Gil Vicente,Benfica,P1,2122,4,4.4,0.01681931395259334,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5963,Mechelen,St. Gilloise,B1,2122,5,3.6,0.012087459043388094,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5964,Lyon,Clermont,F1,2021_2022,5,4.5,0.015347006200664731,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5969,Bordeaux,Angers,F1,2021_2022,5,3.4,0.013799618261112034,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
5970,Bayern Munich,FC Koln,D1,2021_2022,4,11.0,0.015396609138786849,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5977,Vitesse,Willem II,N1,2122,4,4.25,0.014203204091308541,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5978,Metz,Reims,F1,2021_2022,5,3.2,0.02081918443276437,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5983,Tondela,Portimonense,P1,2122,5,3.1,0.012759521460337764,False,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
5986,Reggina,Monza,I2,2122,5,3.1,0.011216668725631318,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5988,Ascoli,Cosenza,I2,2122,4,4.1,0.014347234565463024,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
5994,Girona,Las Palmas,SP2,2122,5,3.3,0.02077106515230448,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6002,Pisa,Spal,I2,2122,5,3.25,0.011386123064358988,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6010,Leganes,Burgos,SP2,2122,5,3.5,0.01304713804713803,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6011,Mirandes,Amorebieta,SP2,2122,5,3.2,0.019554093567251407,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6013,Auxerre,Guingamp,F2,2122,5,3.4,0.010676619132501508,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6022,Malaga,Alcorcon,SP2,2122,4,3.0,0.021817010006339954,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6024,Dortmund,Hoffenheim,D1,2021_2022,5,5.5,0.010090119524081759,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6025,Brescia,Cosenza,I2,2122,4,5.0,0.01949534100696887,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6030,Kortrijk,Mechelen,B1,2122,5,3.5,0.015449155399309744,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6031,Burton,Cheltenham,E2,2122,5,3.3,0.01941297103117673,True,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
6039,Wigan,Portsmouth,E2,2122,5,3.3,0.012500339736998267,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6040,Plymouth,Fleetwood Town,E2,2122,5,3.3,0.010744264842625473,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6042,Shrewsbury,Gillingham,E2,2122,4,3.2,0.012817350454744136,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6047,Ipswich,AFC Wimbledon,E2,2122,5,3.5,0.016885216948171855,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6050,Norwich,Leicester,E0,2021_2022,5,3.7,0.011775557596997444,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6053,Perugia,Ascoli,I2,2122,5,3.2,0.014955835438298704,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6054,Vicenza,Frosinone,I2,2122,5,3.2,0.012693262107850323,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6060,Aston Villa,Brentford,E0,2021_2022,5,3.7,0.011242456429622238,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6063,Nice,Bordeaux,F1,2021_2022,5,4.2,0.012693159442887292,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6066,Charlton,Crewe,E2,2122,5,3.75,0.01453520476290876,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6068,Morecambe,Sheffield Weds,E2,2122,5,3.5,0.017176394047296484,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6070,Eupen,Seraing,B1,2122,5,4.25,0.017722120129879393,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6072,Ponferradina,Girona,SP2,2122,5,3.1,0.018074720732718985,False,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
6073,Barnsley,Birmingham,E1,2122,5,3.3,0.011706609810324953,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6074,Derby,Nott'm Forest,E1,2122,5,3.1,0.012351372080339207,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6075,Cardiff,Bristol City,E1,2122,4,3.5,0.010580447257356851,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
6076,Oviedo,Tenerife,SP2,2122,5,3.1,0.02071763034841545,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6077,St. Gilloise,Standard,B1,2122,5,3.8,0.012062237349479032,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6078,Bayern Munich,Hertha,D1,2021_2022,4,9.0,0.013428862910429731,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6082,Bielefeld,Ein Frankfurt,D1,2021_2022,5,3.8,0.011003484687695186,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6089,Elche,Sevilla,SP1,2021_2022,4,3.6,0.011173992411314893,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6092,Leganes,Ibiza,SP2,2122,5,3.4,0.014744188849940887,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6094,Sp Gijon,Mirandes,SP2,2122,5,3.4,0.017551832322994843,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6095,Famalicao,Sp Lisbon,P1,2122,4,4.5,0.01409431877776457,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6102,Nimes,Caen,F2,2122,5,3.4,0.020833635700767572,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6107,Niort,Amiens,F2,2122,5,3.1,0.01203243792519293,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6111,Sochaux,Grenoble,F2,2122,5,3.5,0.012918996869367871,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6120,Sociedad B,Fuenlabrada,SP2,2122,4,2.9,0.019210568061142796,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6121,Lugo,Valladolid,SP2,2122,5,3.1,0.019809740729810676,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6124,Genk,Anderlecht,B1,2122,5,3.4,0.014150126946327224,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6130,Spal,Pordenone,I2,2122,5,3.4,0.01477268089010586,False,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
6139,Tottenham,Watford,E0,2021_2022,5,4.75,0.012712803146382678,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6141,St Mirren,St Johnstone,SC0,2122,5,3.2,0.016030165418597697,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6142,Aberdeen,Ross County,SC0,2122,4,3.75,0.011691778290106647,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6143,Rangers,Celtic,SC0,2122,4,3.5,0.010228167108565056,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6153,Lille,Montpellier,F1,2021_2022,4,4.0,0.011086491349649175,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6163,St Pauli,Regensburg,D2,2122,5,3.5,0.010771894060056852,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6164,Zaragoza,Cartagena,SP2,2122,5,3.2,0.02324507389162561,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6165,Girona,Sp Gijon,SP2,2122,4,2.9,0.010363093432469883,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6167,Fuenlabrada,Lugo,SP2,2122,5,3.1,0.019187364907280124,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6169,Cartagena,Sociedad B,SP2,2122,4,2.9,0.011579452861170514,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6171,Accrington,Shrewsbury,E2,2122,5,3.4,0.01485753386602523,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6176,Alcorcon,Zaragoza,SP2,2122,4,2.9,0.010613628668355635,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6182,Lorient,Lille,F1,2021_2022,4,3.4,0.0130408872700144,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6186,Napoli,Juventus,I1,2021_2022,5,3.6,0.011433744809703883,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6192,Leverkusen,Dortmund,D1,2021_2022,5,4.0,0.013788749077032592,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6213,Mirandes,Alcorcon,SP2,2122,5,3.1,0.020356173473006445,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6215,Sociedad B,Eibar,SP2,2122,4,3.0,0.0119571800350457,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6216,Amorebieta,Burgos,SP2,2122,5,3.1,0.017345155605662466,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6221,Paris SG,Clermont,F1,2021_2022,4,6.5,0.010484436198721914,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6223,AZ Alkmaar,PSV Eindhoven,N1,2122,5,4.0,0.013937847525813563,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6224,Zwolle,Ajax,N1,2122,4,8.5,0.019674159474518005,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6226,Twente,Utrecht,N1,2122,4,3.7,0.010990874608924617,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6228,Ajaccio,Sochaux,F2,2122,4,3.0,0.012558181891579645,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6232,Crotone,Reggina,I2,2122,5,3.3,0.020072664452512656,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6234,Charlton,Cheltenham,E2,2122,5,3.5,0.010040258122099577,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6235,Spal,Monza,I2,2122,5,3.2,0.025533638781440215,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6236,Frosinone,Perugia,I2,2122,5,3.4,0.01233421166716342,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6249,Ipswich,Bolton,E2,2122,5,3.5,0.017781244951548536,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
6251,Ternana,Pisa,I2,2122,5,3.4,0.022758172066591364,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6254,Coventry,Middlesbrough,E1,2122,5,3.3,0.010405047406581103,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6259,Shrewsbury,Crewe,E2,2122,5,3.4,0.018758928336416125,True,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
6260,Sunderland,Accrington,E2,2122,5,3.9,0.01041466567782351,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6279,Cosenza,Vicenza,I2,2122,5,3.5,0.02108361624748306,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6280,Cremonese,Cittadella,I2,2122,5,3.4,0.023780926047436313,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6281,Pordenone,Parma,I2,2122,5,3.3,0.016152494832317288,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6283,Cagliari,Genoa,I1,2021_2022,5,3.5,0.012024262490443194,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6288,Sparta Rotterdam,For Sittard,N1,2122,5,4.0,0.021342785287087607,False,BET,0.8,Statistical edge and bookmaker consensus favor draw odds
6289,Valladolid,Tenerife,SP2,2122,5,3.1,0.016868406925155455,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6296,Fuenlabrada,Zaragoza,SP2,2122,4,3.0,0.010600135733445426,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6297,Malaga,Girona,SP2,2122,5,3.1,0.02088053941965695,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6314,Lugo,Huesca,SP2,2122,5,3.1,0.020456208535555964,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6315,Le Havre,Toulouse,F2,2122,4,3.2,0.011440083550671665,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6325,Ajaccio,Paris FC,F2,2122,5,3.1,0.010087997596020526,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6326,Sheffield United,Preston,E1,2122,5,3.5,0.01262714137509302,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6332,Nott'm Forest,Middlesbrough,E1,2122,5,3.1,0.012379069102484319,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
6333,Birmingham,Fulham,E1,2122,5,3.3,0.012735364047437914,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6340,Alcorcon,Almeria,SP2,2122,4,3.1,0.013011974204207633,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6341,Brescia,Crotone,I2,2122,5,3.7,0.010046538483327594,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6342,Nurnberg,Hansa Rostock,D2,2122,5,3.6,0.011505568410939249,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6351,Toulouse,Grenoble,F2,2122,5,3.75,0.010653510653510612,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6352,Sochaux,Paris FC,F2,2122,5,3.2,0.01019265232974903,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6357,Girona,Valladolid,SP2,2122,4,3.0,0.016452955270773617,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6365,Rodez,Ajaccio,F2,2122,5,3.2,0.022740319961432054,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6368,Niort,Guingamp,F2,2122,5,3.1,0.014707699913484085,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6372,Man City,Southampton,E0,2021_2022,4,9.5,0.01669774190636221,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6377,Mechelen,Oud-Heverlee Leuven,B1,2122,5,4.2,0.012465367728525634,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6379,Fleetwood Town,Sunderland,E2,2122,4,3.3,0.011157081219155096,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
6381,Crewe,Burton,E2,2122,5,3.2,0.01185118846055594,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6384,Accrington,Wigan,E2,2122,5,3.5,0.020769814116588292,False,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
6385,Ascoli,Benevento,I2,2122,5,3.3,0.017778229035437743,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6391,St. Gilloise,Waregem,B1,2122,5,6.75,0.012307475494565762,False,BET,0.8,Statistical edge and bookmaker consensus favor draw odds despite slight imbalance in Elo ratings.
6392,Gillingham,Milton Keynes Dons,E2,2122,5,3.5,0.01432903038940192,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6398,Cittadella,Pordenone,I2,2122,5,3.25,0.011503313734245235,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6406,Lincoln,Ipswich,E2,2122,5,3.4,0.024938402352242872,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
6408,Bolton,Rotherham,E2,2122,5,3.4,0.011362010591137728,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6418,Belenenses,Gil Vicente,P1,2122,5,3.2,0.010730974538909144,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6433,Burnley,Arsenal,E0,2021_2022,4,3.6,0.011367173131879016,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6461,Nice,Monaco,F1,2021_2022,5,3.5,0.010691817143430038,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6473,Ponferradina,Malaga,SP2,2122,4,3.0,0.02560103857115026,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6474,Standard,Anderlecht,B1,2122,5,3.7,0.01652395578226784,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6475,Huesca,Fuenlabrada,SP2,2122,5,3.3,0.014310371571012559,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6487,Waalwijk,Willem II,N1,2122,5,3.7,0.018178471870051283,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6489,Spal,Vicenza,I2,2122,5,3.5,0.010180691781239037,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6494,Portsmouth,Plymouth,E2,2122,5,3.4,0.011362010591137728,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6498,Le Havre,Quevilly Rouen,F2,2122,5,3.5,0.0104702609364416,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6499,Guingamp,Sochaux,F2,2122,5,3.1,0.025095859008539834,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6500,Dunkerque,Toulouse,F2,2122,4,3.75,0.015412756439675712,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6501,Caen,Dijon,F2,2122,5,3.4,0.014735567552633833,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6503,Atalanta,Sassuolo,I1,2021_2022,5,4.75,0.011591717962839615,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6507,Amiens,Pau FC,F2,2122,5,3.1,0.012822863874524804,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
6509,Crewe,Morecambe,E2,2122,5,3.3,0.010664179010953179,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6510,Auxerre,Rodez,F2,2122,5,3.6,0.013978075654985267,False,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
6512,Metz,Paris SG,F1,2021_2022,4,7.0,0.014911743654137166,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6529,Rennes,Clermont,F1,2021_2022,5,3.7,0.011242456429622294,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6537,Nijmegen,Utrecht,N1,2122,5,4.0,0.013244313056343104,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6547,Almeria,Tenerife,SP2,2122,5,3.2,0.012474424479977875,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6556,Nancy,Amiens,F2,2122,5,3.3,0.014490285559273564,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6557,Dijon,Valenciennes,F2,2122,5,4.0,0.026382675465060457,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6564,Club Brugge,Oud-Heverlee Leuven,B1,2122,4,7.25,0.018521978554837643,True,BET,0.8,Statistical edge and bookmaker consensus favor draw odds despite home team's recent form.
6577,Ein Frankfurt,FC Koln,D1,2021_2022,5,3.9,0.011251769863594996,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6582,Bristol City,Fulham,E1,2122,5,3.75,0.01077558394631567,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6583,Bournemouth,Luton,E1,2122,4,4.33,0.018906758534526502,False,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
6586,Amorebieta,Eibar,SP2,2122,5,3.2,0.012926386610776996,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6590,Burton,Lincoln,E2,2122,5,3.5,0.016075662600804952,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6598,Wigan,Cheltenham,E2,2122,5,3.75,0.014197131844190691,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6610,Rotherham,Crewe,E2,2122,5,4.5,0.014706677935158369,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6611,Plymouth,Doncaster,E2,2122,5,3.8,0.01179290059942395,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6613,Morecambe,Accrington,E2,2122,5,3.4,0.01986361602745651,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6628,Paris SG,Montpellier,F1,2021_2022,4,8.0,0.014756791497297805,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6629,Standard,St Truiden,B1,2122,5,3.7,0.01230794489221465,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6637,Paderborn,Holstein Kiel,D2,2122,5,3.8,0.010667205812603553,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6639,Barcelona,Levante,SP1,2021_2022,4,5.5,0.019223455357058633,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6647,Hamburg,Nurnberg,D2,2122,5,3.8,0.012014659099528313,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6652,Troyes,Angers,F1,2021_2022,5,3.3,0.010448110485830497,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6659,Sociedad,Elche,SP1,2021_2022,4,4.6,0.011624658419994022,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6660,Freiburg,Augsburg,D1,2021_2022,5,3.7,0.010283688825528159,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6662,Hibernian,St Johnstone,SC0,2122,5,3.6,0.013375501620992047,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6671,Parma,Pisa,I2,2122,5,3.25,0.011202368463009427,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6672,Perugia,Alessandria,I2,2122,5,3.6,0.017032414622636882,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6673,Juventus,Sampdoria,I1,2021_2022,5,5.75,0.01433756944206141,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6681,Lugo,Zaragoza,SP2,2122,4,3.0,0.011569593567395065,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6693,Wigan,Sheffield Weds,E2,2122,5,3.3,0.010195135858983184,False,BET,0.8,Statistical edge and bookmaker consensus favor draw odds
6698,Sunderland,Cheltenham,E2,2122,5,4.0,0.019482487934622206,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6701,Preston,Stoke,E1,2122,5,3.2,0.012693262107850323,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6702,Ipswich,Doncaster,E2,2122,5,3.7,0.014523630995061154,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6703,Charlton,Bolton,E2,2122,5,3.4,0.015649838007176564,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6704,Morecambe,Lincoln,E2,2122,5,3.4,0.015755873471659132,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6708,Shrewsbury,Wycombe,E2,2122,5,3.3,0.015828741640495747,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6709,Milton Keynes Dons,Fleetwood Town,E2,2122,5,3.6,0.010129304246951298,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6711,Derby,Reading,E1,2122,5,3.3,0.01127706672061507,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6715,Barnsley,Nott'm Forest,E1,2122,4,3.1,0.011594563398828028,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6726,Werder Bremen,Heidenheim,D2,2122,5,3.75,0.010420205607371336,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6728,Stoke,West Brom,E1,2122,5,3.3,0.011916095397026927,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6729,Lens,Reims,F1,2021_2022,5,3.7,0.010074002517427183,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6745,Paris FC,Nancy,F2,2122,4,3.75,0.015120903389059803,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6746,Le Havre,Dijon,F2,2122,5,3.25,0.019906719549634577,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6755,Cremonese,Ternana,I2,2122,5,3.4,0.016700673538496302,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6759,Regensburg,Karlsruhe,D2,2122,5,3.5,0.011053580233491067,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6764,Zwolle,Heerenveen,N1,2122,5,3.4,0.012162061794414702,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6766,Huesca,Tenerife,SP2,2122,5,3.25,0.01764831653751625,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6767,Amorebieta,Sp Gijon,SP2,2122,5,3.1,0.016772547013307715,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6771,Grenoble,Pau FC,F2,2122,5,3.25,0.011331749740597752,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6772,Dunkerque,Bastia,F2,2122,4,3.0,0.021834026875545254,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6773,Caen,Valenciennes,F2,2122,5,3.3,0.012517924074527786,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6777,Burnley,Norwich,E0,2021_2022,4,3.7,0.010495892490153647,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6779,Wolves,Newcastle,E0,2021_2022,5,4.2,0.01283587490484045,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6780,Leeds,Watford,E0,2021_2022,5,4.0,0.011149292045361303,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
6781,Wycombe,Morecambe,E2,2122,5,4.0,0.011717702658318896,False,BET,0.8,Statistical edge and bookmaker consensus favor draw odds despite slight imbalance in match balance.
6783,Portsmouth,Sunderland,E2,2122,4,3.5,0.014822700099717923,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6789,Cheltenham,Rotherham,E2,2122,5,3.5,0.010841540173381625,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
6794,Oud-Heverlee Leuven,Beerschot VA,B1,2122,5,4.0,0.011957425725738213,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6795,Ajaccio,Quevilly Rouen,F2,2122,5,3.5,0.011573176111338901,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6796,Auxerre,Nimes,F2,2122,5,3.6,0.014342774146695714,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6802,Kortrijk,Charleroi,B1,2122,5,3.7,0.010445629128313483,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6815,West Ham,Brentford,E0,2021_2022,5,3.75,0.012036930449500938,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6823,Burgos,Mirandes,SP2,2122,5,3.1,0.016750485183382846,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
6829,Lorient,Clermont,F1,2021_2022,5,3.5,0.010561569866562925,True,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
6834,Sampdoria,Udinese,I1,2021_2022,5,3.5,0.011895505437135745,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
